season_year,contact_id,renewed,Gender,zip,distance,number_of_tix,seat_start,seat_end,section,row,pricecode_desc,aisle,general_location,priceleveldesc,purchase_price_notax,multiple_locations,tenure,percent_total_used,paid_in_full,percent_personally_used,flash_profit_loss,season_performance
2018-2019,10909437,1,Male,80012,9.5449,2,5,6,348,4,Full COHO,0,Upper,Attack Twice Upper Level End #,17.5,No,6,0.8409,0,0.7954,0.9999,0.5232
2018-2019,225920,0,Female,80130,15.9625,2,3,4,360,5,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,16,0.8636,0,0.75,0.2781,0.5232
2018-2019,1651637,1,Male,80018,17.404,2,3,4,326,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.2954,0,0.2954,,0.5232
2018-2019,49678349,1,Female,80127,17.8502,2,22,23,120,5,Full New,1,Lower,Attack Once Rinkside End (2-7) #,75,No,1,0.8409,0,0.8409,,0.5232
2018-2019,1778550,1,Male,80228,8.5952,2,15,16,339,1,Full Renewal,0,Upper,Center Balcony #,65,No,9,0.9772,0,0.9772,,0.5232
2018-2019,21102257,1,Male,80246,5.3313,4,11,14,312,12,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.9431,0,0.9431,,0.5232
2018-2019,9352789,1,Female,80022,15.2,4,7,10,148,5,Owners Club New,0,Lower,Club Lexus Bench #,350,No,2,0.9659,0,0.9659,,0.5232
2018-2019,21089876,1,Female,80241,12.7628,3,3,5,330,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.909,0,0.4621,1.846,0.5232
2018-2019,49609770,0,Female,80012,9.5449,2,1,2,120,18,Full New,1,Lower,Attack Once Lower Level End #,55,No,2,0.9431,0,0.9431,,0.5232
2018-2019,33174891,1,Male,80207,4.7347,3,1,3,378,7,Full Renewal,1,Upper,Upper Level Center #,30,No,3,0.803,0,0.7727,0.5,0.5232
2018-2019,38909909,1,Male,80203,1.9598,4,13,16,326,6,Full Renewal,1,Upper,Attack Once Upper Level End #,19,No,2,0.9318,0,0.9318,,0.5232
2018-2019,35084970,0,Unknown,80015,15.0384,4,3,6,106,10,Full New 2,0,Lower,Attack Once Lower Level End #,61,No,1,0.892,0,0.3011,0.4754,0.5232
2018-2019,9329112,1,Male,80113,7.9184,4,3,6,324,12,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9204,0,0.8068,1.0525,0.5232
2018-2019,2389574,0,Male,80433,23.1855,2,17,18,328,12,Full Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.8636,1,0.8636,,0.5232
2018-2019,221012,1,Female,80601,17.7445,2,7,8,374,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,16,0.0454,0,0.0454,,0.5232
2018-2019,28804921,1,Male,80005,9.1955,2,13,14,322,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.9886,0,0.2727,1.1349,0.5232
2018-2019,115218,1,Male,80013,14.0676,2,9,10,364,4,Full New,1,Upper,Attack Twice Upper Level End #,22,No,23,0.8863,0,0.1363,0.586,0.5232
2018-2019,213202,0,Female,80026,19.3498,2,6,7,110,4,Full New 2,0,Lower,Attack Once Rinkside End (2-7) #,86,No,2,1,0,0.7613,-0.1529,0.5232
2018-2019,49193372,0,Female,80127,17.8502,1,3,17,106,14,Full New 2,0,Lower,Attack Once Lower Level End #,61,No,1,0.7272,0,0.4772,0.1207,0.5232
2018-2019,143444,1,Male,80111,10.9968,2,9,10,232,1,Full Club 1,1,Club,Club Level Center #,140,No,19,0.9204,0,0.9204,,0.5232
2018-2019,49701424,1,Male,none ,,2,1,2,136,13,Full New 2,1,Lower,Attack Twice Lower Level End #,69,No,1,1,0,0.409,0.2943,0.5232
2018-2019,7041418,1,Male,80003,6.2617,2,7,8,317,2WC,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,10,0.9659,0,0.9659,,0.5232
2018-2019,47350588,1,Male,80235,8.0996,2,1,2,250,4,FC 1 Team Renewal Special,1,Club,Attack Twice Club Level End #,70,No,2,1,0,0.4318,0.1266,0.5232
2018-2019,20997989,1,Male,80111,10.9968,4,1,4,120,15,Full Renewal,1,Lower,Attack Once Lower Level End #,55,No,5,0.7954,0,0.7954,,0.5232
2018-2019,9206328,1,Male,80227,7.8511,4,1,4,330,11,Full Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,3,0.9034,0,0.1306,1.2365,0.5232
2018-2019,1878752,0,Male,80241,12.7628,2,15,16,128,13,Full New,0,Lower,Lower Level Side #,75,No,2,0.3977,0,0.3977,,0.5232
2018-2019,21001600,1,Male,80920,55.8787,2,3,4,344,6,Full Renewal,0,Upper,Upper Level Center #,30,No,5,0.8409,0,0.7045,0.3055,0.5232
2018-2019,80052883,0,Male,none ,,2,11,12,320,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.8863,0,0.8409,1.5656,0.5232
2018-2019,20984807,0,Female,80202,0.4197,2,7,8,320,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.7613,0,0.5568,0.7515,0.5232
2018-2019,91892664,0,Male,80202,0.4197,2,11,12,326,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.6363,0,0.4659,1.4794,0.5232
2018-2019,12024068,0,Male,80033,5.1296,4,5,10,314,11,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,Yes,2,0.9715,0,0.3693,0.9279,0.5232
2018-2019,7432286,1,Female,80138,23.7459,2,11,12,358,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,10,0.9204,0,0.9204,,0.5232
2018-2019,35299866,1,Male,80123,9.9667,2,1,2,108,9,Full New 2,1,Lower,Attack Once Lower Level End #,61,No,1,0.7727,0,0.7727,,0.5232
2018-2019,102403,1,Male,80202,0.4197,4,3,6,246,2,FC 1 Team Renewal 2,0,Club,Attack Twice Club Level End #,82,No,23,0.6136,0,0.4886,0.1275,0.5232
2018-2019,1757263,1,Female,80227,7.8511,2,17,18,134,5,Full COHO,1,Lower,Attack Twice Rinkside End  (2-7) #,90,No,9,1,0,0.7954,0.4691,0.5232
2018-2019,217921,1,Female,80202,0.4197,2,1,2,148,13,Full Renewal,1,Lower,Lower Level Center (8-22) #,99,No,16,0.7727,0,0.7727,,0.5232
2018-2019,21042536,1,Unknown,80134,20.4247,10,5,10,120,3,Full Additionals,0,Lower,Attack Once Rinkside End (2-7) #,75,Yes,3,0.9636,0,0.9636,,0.5232
2018-2019,105021,1,Male,80211,1.0182,2,17,18,146,2,Full Renewal,1,Lower,Attack Twice Rinkside End  (2-7) #,99,No,23,0.9204,0,0.8977,0.0101,0.5232
2018-2019,103118,1,Male,80111,10.9968,1,18,18,146,22,Full Renewal,1,Lower,Lower Level Side #,75,No,23,0.8409,0,0.8409,,0.5232
2018-2019,73822664,1,Male,80007,14.0583,2,3,4,224,1,FC 1 Team New 2,0,Club,Attack Once Club Level End #,72,No,1,0.8409,0,0.4318,0.3431,0.5232
2018-2019,487934,1,Female,80202,0.4197,4,9,12,126,11,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,12,0.8579,0,0.8579,,0.5232
2018-2019,9408230,1,Male,80241,12.7628,4,1,4,108,8,Full Renewal,1,Lower,Attack Once Lower Level End #,55,No,6,0.6931,0,0.6931,,0.5232
2018-2019,24144874,1,Male,80831,58.3663,4,3,6,112,20,Full New Promo,0,Lower,Lower Level Ice Breaker #,48.75,No,2,0.8295,0,0.8295,,0.5232
2018-2019,1751183,1,Male,80402,10,2,1,2,144,19,Full New 2,1,Lower,Attack Twice Lower Level End #,69,No,1,0.5227,0,0.5227,,0.5232
2018-2019,5699280,1,Male,80002,5.6803,2,11,12,130,15,Full New,0,Lower,Attack Twice Lower Level End #,65,No,1,0.8295,0,0.8295,,0.5232
2018-2019,146436,1,Male,80226,5.1331,8,3,15,206,1,FC 1 Team Special,1,Club,Attack Once Club Level End #,85,Yes,19,0.8835,0,0.8835,,0.5232
2018-2019,6874438,1,Male,80504,31.1394,2,15,16,344,6,Full Renewal,0,Upper,Upper Level Center #,30,No,10,0.7727,0,0.6363,-0.2344,0.5232
2018-2019,39864918,1,Male,80128,12.9172,4,3,6,316,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.9204,0,0.8636,1.266,0.5232
2018-2019,9252303,1,Male,80247,7.9176,2,14,15,340,6,Full New,0,Upper,Upper Level Center #,30,No,7,1,0,0.909,0.6249,0.5232
2018-2019,21060974,0,Female,80260,8.3695,2,1,2,312,12,Full Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.8863,0,0.3863,0.9405,0.5232
2018-2019,21096088,1,Male,80227,7.8511,2,3,4,122,3,Full New,0,Lower,Attack Once Rinkside End (2-7) #,75,No,2,0.9545,0,0.159,0.5455,0.5232
2018-2019,101342664,1,Male,none ,,2,1,8,352,7,Full New 2,1,Upper,Attack Twice Upper Level End #,24,Yes,1,0.8023,0,0.779,0.0416,0.5232
2018-2019,48871810,0,Male,80005,9.1955,2,7,8,204,1,Full COHO Club,0,Club,Club Level Side #,91,No,2,0.9318,0,0.7727,0.0405,0.5232
2018-2019,1715107,1,Male,80016,17.5762,2,5,6,116,5,Full New,0,Lower,Attack Once Rinkside End (2-7) #,75,No,1,0.909,0,0.909,,0.5232
2018-2019,225995,1,Female,80112,14.9465,2,15,16,232,1,FC 1 Team Renewal,0,Club,Club Level Center #,100,No,16,0.9318,0,0.4318,0.4747,0.5232
2018-2019,39079930,1,Male,80202,0.4197,4,15,18,102,12,Full New 2,1,Lower,Lower Level Center (8-22) #,105,No,1,0.9545,0,0.784,0.0698,0.5232
2018-2019,33719865,1,Female,80020,12.4282,1,1,1,336,11,Full Expansion,1,Upper,Attack Once Upper Level End #,19,No,2,0.909,0,0.8409,1.4877,0.5232
2018-2019,12529533,1,Male,20814,10,2,7,8,380,7,Full New 2,0,Upper,Upper Level Center #,32,No,1,0.8522,0,0.6704,0.6289,0.5232
2018-2019,9189452,1,Male,80033,5.1296,2,13,14,146,1,Full Renewal,0,Lower,Club Lexus Glass #,300,No,7,1,0,1,,0.5232
2018-2019,49529647,0,Male,80013,14.0676,2,1,2,306,7,Full New 2,1,Upper,Upper Level Center #,32,No,1,0.875,0,0.875,,0.5232
2018-2019,47674904,1,Male,80229,7.6336,4,5,8,312,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.9659,0,0.9659,,0.5232
2018-2019,49724338,1,Male,80224,7.04,2,3,4,348,4,Full New 2,0,Upper,Attack Twice Upper Level End #,24,No,2,0.9431,0,0.375,0.2633,0.5232
2018-2019,35354984,1,Male,80020,12.4282,4,9,12,116,2,Full Renewal,0,Lower,Attack Once Rinkside End (2-7) #,75,No,3,0.9034,0,0.5738,0.5397,0.5232
2018-2019,44109878,1,Male,80027,17.2317,4,3,6,310,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.909,0,0.909,,0.5232
2018-2019,111060,1,Male,80209,3.0505,4,9,12,140,1,Owners Club Renew,0,Lower,Club Lexus Glass #,350,No,23,0.892,0,0.8352,-0.2142,0.5232
2018-2019,2350436,1,Male,80112,14.9465,4,15,18,146,3,Full Renewal,1,Lower,Attack Twice Rinkside End  (2-7) #,99,No,8,0.7897,0,0.7897,,0.5232
2018-2019,211024,1,Male,80016,17.5762,1,18,18,134,6,Full Renewal,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,16,0.909,0,0.909,,0.5232
2018-2019,1883364,1,Male,80108,22.2594,4,3,6,328,7,Full New COHO 2,0,Upper,Attack Once Upper Level End #,16.5,No,1,0.9545,0,0.9318,1.4242,0.5232
2018-2019,155034,1,Female,80214,3.3718,2,17,18,341,1,Full Renewal,0,Upper,Center Balcony #,65,No,22,0.8181,0,0.3636,0.098,0.5232
2018-2019,126823,1,Male,80516,22.1769,2,3,4,343,1,Full Renewal,0,Upper,Center Balcony #,65,No,22,0.909,0,0.909,,0.5232
2018-2019,5139132,1,Male,80911,70.4867,3,1,3,349,3,Full Renewal,1,Upper,Attack Twice End Balcony #,48,No,11,0.8636,0,0.5681,-0.2612,0.5232
2018-2019,49676013,0,Male,80501,29.3934,2,3,4,130,6,Full New 2,0,Lower,Attack Twice Rinkside End  (2-7) #,105,Yes,2,0.8977,0,0.375,0.3695,0.5232
2018-2019,91044172,1,Male,80305,20.8466,2,7,8,308,7,Full New 2,0,Upper,Attack Once Upper Level End #,21,No,1,0.909,0,0.909,,0.5232
2018-2019,449835,1,Male,80111,10.9968,2,3,4,142,5,Full Renewal,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,13,0.909,0,0.909,,0.5232
2018-2019,1676301,1,Male,80216,4.1899,8,1,14,128,1,Full Renewal,1,Lower,Club Lexus Glass #,300,Yes,9,0.9232,0,0.9232,,0.5232
2018-2019,134842,1,Unknown,80234,11.129,2,17,18,102,8,Full Renewal,1,Lower,Lower Level Center (8-22) #,99,No,23,0.909,0,0.909,,0.5232
2018-2019,49561029,1,Male,80209,3.0505,2,8,9,206,1,FC 1 Team New 2,0,Club,Attack Once Club Level End #,72,No,1,0.8875,0,0.8375,0.1693,0.5232
2018-2019,9408637,1,Male,80112,14.9465,4,5,8,369,1,Full New 2,0,Upper,Attack Twice End Balcony #,52,No,1,0.7272,0,0.7272,,0.5232
2018-2019,14834199,1,Female,80221,4.9205,2,15,16,146,22,Full Renewal,0,Lower,Lower Level Side #,75,No,5,0.9545,0,0.9545,,0.5232
2018-2019,9273980,1,Female,none ,,2,3,4,134,8,Full Renewal,0,Lower,Attack Twice Lower Level End #,65,No,2,0.8409,0,0.7727,-0.282,0.5232
2018-2019,33655038,1,Male,80204,0.8884,4,17,20,342,8,Full Additionals,1,Upper,Upper Level Center #,30,No,3,0.9772,0,0.9772,,0.5232
2018-2019,9186475,1,Male,80110,6.8104,2,1,2,324,14,Full Promo,1,Upper,Upper Level Ice Breaker #,0,No,3,0.75,0,0.5909,1.8149,0.5232
2018-2019,119981,1,Male,80226,5.1331,1,1,1,348,10,Full Renewal,1,Upper,Attack Twice Upper Level End #,22,No,23,0.5227,0,0.5227,,0.5232
2018-2019,49209109,1,Male,80111,10.9968,5,1,5,334,7,Full Additionals,1,Upper,Attack Once Upper Level End #,19,No,2,0.9636,0,0.9636,,0.5232
2018-2019,9288133,1,Male,81631,10,2,9,10,302,6,Full Renewal,0,Upper,Upper Level Center #,30,No,6,0.9204,0,0.7159,1.0103,0.5232
2018-2019,135942,1,Male,80222,6.828,3,1,3,373,1,Full Renewal,1,Upper,Attack Twice End Balcony #,48,No,23,0.6363,0,0.6136,0.5625,0.5232
2018-2019,49454275,1,Male,80209,3.0505,4,15,18,128,9,Full New,1,Lower,Lower Level Side #,75,No,2,0.9545,0,0.9545,,0.5232
2018-2019,49542992,1,Male,80521,58.4059,4,3,8,322,11,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,Yes,1,0.9318,0,0.9261,0.2315,0.5232
2018-2019,49643954,1,Female,80223,4.0704,2,15,16,312,7,Full New 2,1,Upper,Attack Once Upper Level End #,21,No,1,0.9318,0,0.6136,0.0901,0.5232
2018-2019,216040,1,Female,80206,3.333,2,1,2,144,8,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,16,0.909,0,0.7727,0.5512,0.5232
2018-2019,49552199,1,Male,80218,2.3867,4,15,18,310,14,Full New Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9602,0,0.9602,,0.5232
2018-2019,40554910,1,Female,80238,7.1338,2,1,8,212,2,FC 1 Team New 2,1,Club,Attack Once Club Level End #,72,Yes,1,0.8863,0,0.8409,0.5725,0.5232
2018-2019,12214000,1,Male,80127,17.8502,2,10,11,342,7,Full Renewal,0,Upper,Upper Level Center #,30,No,5,0.909,0,0.909,,0.5232
2018-2019,3884027,1,Male,80424,60.748,2,17,18,258,4,FC 1 Team New,1,Club,Club Level Side #,100,No,2,0.9318,0,0.9318,,0.5232
2018-2019,80052901,1,Male,80211,1.0182,4,11,14,352,7,Full New 2,0,Upper,Attack Twice Upper Level End #,24,No,1,0.8352,0,0.8352,,0.5232
2018-2019,21075106,1,Male,80234,11.129,2,1,2,318,14,Full New Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9318,0,0.9318,,0.5232
2018-2019,10949130,1,Male,80247,7.9176,1,3,3,142,2,Full Renewal,1,Lower,Attack Twice Rinkside End  (2-7) #,99,No,3,0.9545,0,0.75,0.1223,0.5232
2018-2019,49642143,1,Male,none ,,2,9,10,326,12,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.7045,0,0.409,0.9578,0.5232
2018-2019,88672664,1,Female,80951,62.2614,4,3,6,320,14,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.3,No,1,0.9715,0,0.9715,,0.5232
2018-2019,49725289,1,Male,80127,17.8502,1,2,2,104,18,Full New 2,0,Lower,Lower Level Side #,81,No,2,0.9318,0,0.8863,0.1111,0.5232
2018-2019,1517352,1,Male,80241,12.7628,2,3,4,346,10,Full Renewal,0,Upper,Upper Level Center #,30,No,11,0.875,0,0.8068,-0.0333,0.5232
2018-2019,214511,1,Female,80223,4.0704,4,1,4,302,6,Full Renewal,1,Upper,Upper Level Center #,30,No,16,0.1306,0,0.1306,,0.5232
2018-2019,1689454,1,Female,80110,6.8104,4,3,6,367,1,Full New 2,0,Upper,Attack Twice End Balcony #,52,No,1,0.9431,0,0.8409,0.1645,0.5232
2018-2019,214555,0,Male,80209,3.0505,2,15,16,110,2,Full Renewal,1,Lower,Attack Once Rinkside End (2-7) #,75,No,16,0.875,0,0.875,,0.5232
2018-2019,48985233,0,Male,80421,35.9571,1,9,9,118,8,Full Renewal,1,Lower,Attack Once Lower Level End #,55,No,2,0.5,0,0.1363,0.6022,0.5232
2018-2019,9028996,0,Male,80138,23.7459,2,1,2,116,9,Full COHO,1,Lower,Attack Once Lower Level End #,46,No,7,0.909,0,0.909,,0.5232
2018-2019,4044784,1,Male,80112,14.9465,2,1,2,138,13,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,11,0.8636,0,0.8636,,0.5232
2018-2019,37859942,1,Male,80206,3.333,2,17,18,116,5,Full Renewal,1,Lower,Attack Once Rinkside End (2-7) #,75,No,2,0.7727,0,0.409,0.1458,0.5232
2018-2019,111566,1,Male,80129,14.3986,4,1,4,375,3,Full Renewal,1,Upper,Attack Twice End Balcony #,48,No,23,0.8522,0,0.625,-0.0239,0.5232
2018-2019,21130238,1,Male,80202,0.4197,4,3,6,128,8,Full Renewal,0,Lower,Lower Level Side #,75,No,4,0.9488,0,0.9488,,0.5232
2018-2019,9177904,1,Male,80504,31.1394,4,1,4,226,3,FC 1 Team Renewal,1,Club,Attack Once Club Level End #,70,No,7,0.7443,0,0.7215,0.25,0.5232
2018-2019,1688701,1,Female,80124,15.9277,2,11,12,368,6,Full Renewal,0,Upper,Attack Twice Upper Level End #,22,No,3,0.9431,0,0.9318,0.8181,0.5232
2018-2019,115493,1,Male,80210,5.378,2,1,2,333,1,Full Renewal,1,Upper,Attack Once End Balcony #,42,No,23,0.8977,0,0.875,0.4285,0.5232
2018-2019,1781172,1,Male,80304,25.6349,2,9,10,104,6,Full New 1,0,Lower,Attack Once Rinkside End (2-7) #,79,No,1,0.8409,0,0.8409,,0.5232
2018-2019,47539889,1,Male,80123,9.9667,2,1,2,130,15,Full New COHO,1,Lower,Attack Twice Lower Level End #,56,No,2,0.9545,0,0.1363,0.0693,0.5232
2018-2019,211530,1,Female,80027,17.2317,2,5,6,128,2,Full Renewal,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,16,0.7159,0,0.7159,,0.5232
2018-2019,46185973,1,Male,80121,9.9009,2,4,14,366,6,Full New 2,0,Upper,Attack Twice Upper Level End #,24,Yes,1,0.8409,0,0.8409,,0.5232
2018-2019,121576,1,Male,80127,17.8502,4,21,24,144,19,Full Renewal,0,Lower,Attack Twice Lower Level End #,65,No,23,0.6761,0,0.6306,0.0769,0.5232
2018-2019,72373704,1,Male,80015,15.0384,4,9,12,144,8,Full New 2,0,Lower,Attack Twice Lower Level End #,69,No,1,0.9261,0,0.9261,,0.5232
2018-2019,20255363,1,Male,80004,7.3226,2,1,2,202,4,FC 1 Team New 2,1,Club,Club Level Center #,105,Yes,1,0.9204,0,0.375,0.2635,0.5232
2018-2019,1641840,1,Male,80005,9.1955,2,11,12,334,7,Full New,0,Upper,Attack Once Upper Level End #,19,No,2,0.9659,0,0.9659,,0.5232
2018-2019,49641345,1,Male,80601,17.7445,2,13,14,320,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9318,0,0.9318,,0.5232
2018-2019,4044800,1,Male,80401,10.7814,2,5,6,317,2WC,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,11,0.5227,0,0.5227,,0.5232
2018-2019,47575141,1,Male,55410,10,2,3,4,128,10,Full Renewal,0,Lower,Lower Level Side #,75,No,2,0.8295,0,0.4659,0.0683,0.5232
2018-2019,14604105,1,Male,80237,9.1297,2,3,4,130,15,Full New 2,0,Lower,Attack Twice Lower Level End #,69,No,1,0.8863,0,0.6363,0.2121,0.5232
2018-2019,49238777,1,Male,80401,10.7814,3,12,14,128,4,Full New,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,2,0.7803,0,0.5833,-0.0574,0.5232
2018-2019,9374018,0,Male,80206,3.333,4,1,4,316,15,Full New Promo,1,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9602,0,0.6875,1.0388,0.5232
2018-2019,23464976,0,Male,80211,1.0182,2,17,18,128,11,Full New 2,1,Lower,Lower Level Side #,81,No,1,1,0,1,,0.5232
2018-2019,450130,1,Male,80112,14.9465,2,11,12,134,13,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,13,0.9318,0,0.9318,,0.5232
2018-2019,306811,1,Male,80016,17.5762,4,1,2,134,11,Full Renewal,1,Lower,Attack Twice Lower Level End #,65,No,15,0.8579,0,0.6875,0.2974,0.5232
2018-2019,216711,1,Male,80220,5.3612,3,18,20,359,3,Full Renewal,0,Upper,Attack Twice End Balcony #,48,No,16,0.6515,0,0.6515,,0.5232
2018-2019,137955,1,Male,80120,10.2595,2,1,2,116,3,Full Renewal,1,Lower,Attack Once Rinkside End (2-7) #,75,No,23,0.8522,0,0.8522,,0.5232
2018-2019,115768,1,Male,80207,4.7347,2,7,8,343,1,Full Renewal,0,Upper,Center Balcony #,65,No,23,0.9318,0,0.9318,,0.5232
2018-2019,1554189,1,Male,80021,12.027,2,13,14,301,1,Full Renewal,0,Upper,Center Balcony #,65,No,10,0.9545,0,0.9545,,0.5232
2018-2019,49665375,1,Male,80241,12.7628,4,11,14,328,13,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,2,0.9204,0,0.9204,,0.5232
2018-2019,9323068,1,Male,80013,14.0676,1,10,20,110,19,Full Renewal,1,Lower,Lower Level Ice Breaker #,55,Yes,6,0.75,0,0.3181,0.6277,0.5232
2018-2019,138010,1,Male,80123,9.9667,2,7,8,363,1,Full Renewal,0,Upper,Attack Twice End Balcony #,48,No,23,0.5909,0,0.3636,0.4479,0.5232
2018-2019,101842,1,Male,80238,7.1338,4,15,18,128,8,Full Renewal,1,Lower,Lower Level Side #,75,No,2,0.8295,0,0.8295,,0.5232
2018-2019,103811,1,Unknown,80111,10.9968,4,14,17,116,6,Full Renewal,0,Lower,Attack Once Rinkside End (2-7) #,75,No,23,0.9545,0,0.8806,-0.1897,0.5232
2018-2019,127362,1,Male,80135,32.6153,2,1,2,375,1,Full Renewal,1,Upper,Attack Twice End Balcony #,48,No,22,0.8636,0,0.8636,,0.5232
2018-2019,449280,1,Male,80127,17.8502,2,21,22,362,9,Full Renewal,1,Upper,Attack Twice Upper Level End #,22,No,13,0.9886,0,0.9886,,0.5232
2018-2019,30144988,1,Male,80836,10,2,13,14,124,14,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,3,0.8522,0,0.8522,,0.5232
2018-2019,212146,1,Female,80654,57.3665,2,19,20,340,9,Full Renewal,1,Upper,Upper Level Center #,30,No,16,0.534,0,0.1931,0.0555,0.5232
2018-2019,25654939,1,Female,80203,1.9598,2,3,4,238,1,Full COHO Club,0,Club,Attack Twice Club Level End #,71,No,3,0.7045,0,0.4545,0.1773,0.5232
2018-2019,1777397,1,Female,80022,15.2,2,1,2,112,14,Full Expansion,1,Lower,Attack Once Lower Level End #,55,No,2,1,0,0.9545,0.5909,0.5232
2018-2019,37609997,0,Male,80403,15.9581,4,13,16,124,10,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,2,0.8238,0,0.4261,-0.1356,0.5232
2018-2019,128605,1,Male,80503,32.7671,4,1,2,148,6,Full Renewal,1,Lower,Club Lexus Bench #,210,No,21,0.9772,0,0.9659,0.2698,0.5232
2018-2019,122104,1,Male,80111,10.9968,5,8,12,134,3,Full Renewal,0,Lower,Attack Twice Rinkside End  (2-7) #,99,No,23,0.9272,0,0.9272,,0.5232
2018-2019,123248,1,Male,80126,15.3986,2,1,2,120,14,Full New 2,1,Lower,Attack Once Lower Level End #,61,No,1,0.9431,0,0.409,0.1248,0.5232
2018-2019,1723436,0,Male,80305,20.8466,2,17,18,234,4,FC 1 Team Expansion,1,Club,Club Level Side #,100,No,9,0.8068,0,0.8068,,0.5232
2018-2019,49553006,1,Male,80228,8.5952,2,11,14,343,3,Full New,0,Upper,Center Balcony #,65,Yes,2,0.9545,0,0.8409,0.1507,0.5232
2018-2019,39385134,1,Male,80123,9.9667,1,15,15,369,1,Full Renewal,0,Upper,Attack Twice End Balcony #,48,No,2,0.9318,0,0.909,-0.375,0.5232
2018-2019,120575,1,Male,80026,19.3498,4,1,4,148,15,Full Renewal,1,Lower,Lower Level Center (8-22) #,99,No,23,0.8863,0,0.8636,-0.3939,0.5232
2018-2019,2390298,1,Male,80134,20.4247,4,3,6,312,15,Full New Promo,0,Upper,Upper Level Ice Breaker #,12.18,No,1,0.9375,0,0.9375,,0.5232
2018-2019,1635339,1,Unknown,80021,12.027,2,3,4,326,6,Full Renewal,0,Upper,Attack Once Upper Level End #,19,No,9,0.8863,0,0.5454,0.6421,0.5232
2018-2019,356741,0,Male,80129,14.3986,2,19,23,106,20WC,Full Renewal,1,Lower,Attack Once Lower Level End #,55,No,14,0.4545,0,0.4545,,0.5232
2018-2019,2007826,0,Male,80126,15.3986,3,12,14,208,1,FC 1 Team Renewal,0,Club,Attack Once Club Level End #,70,No,19,0.5151,0,0.5151,,0.5232
2018-2019,47341842,1,Male,63011,10,2,21,22,322,7,Full Renewal,1,Upper,Attack Once Upper Level End #,19,No,2,0.6818,0,0.1363,0.7214,0.5232
2018-2019,2379030,1,Female,80021,12.027,2,1,7,302,9,Full Renewal 2,1,Upper,Upper Level Center #,32,Yes,2,0.8295,0,0.5795,0.205,0.5232
2018-2019,9273991,1,Male,80033,5.1296,2,1,2,322,7,Full Renewal,1,Upper,Attack Once Upper Level End #,19,No,6,1,0,0.159,0.2091,0.5232
2018-2019,9186816,1,Male,80126,15.3986,2,11,12,102,8,Full Renewal,0,Lower,Lower Level Center (8-22) #,99,No,7,0.7613,0,0.7613,,0.5232
2018-2019,10589120,1,Unknown,80222,6.828,2,7,19,312,6,Full COHO,0,Upper,Attack Once Upper Level End #,14.5,Yes,2,0.7954,0,0.3636,0.6515,0.5232
2018-2019,134985,1,Male,80202,0.4197,2,17,18,148,15,Full Renewal,1,Lower,Lower Level Center (8-22) #,99,No,23,0.5454,0,0.5454,,0.5232
2018-2019,216612,1,Male,80234,11.129,2,1,2,345,2WC,Full Renewal,1,Upper,Center Balcony #,65,No,16,0.8636,0,0.8636,,0.5232
